GeneID,Symbol,Description,FullGeneName
137838391,LOC137838391,uncharacterized LOC137838391,uncharacterized LOC137838391
137838392,LOC137838392,uncharacterized LOC137838392,uncharacterized LOC137838392
137838393,LOC137838393,uncharacterized LOC137838393,uncharacterized LOC137838393
137838394,LOC137838394,uncharacterized LOC137838394,uncharacterized LOC137838394
137838395,LOC137838395,uncharacterized LOC137838395,uncharacterized LOC137838395
137838396,LOC137838396,uncharacterized LOC137838396,uncharacterized LOC137838396
137838397,LOC137838397,uncharacterized LOC137838397,ERROR
137838398,LOC137838398,uncharacterized LOC137838398,uncharacterized LOC137838398
137838399,LOC137838399,uncharacterized LOC137838399,ERROR
137838400,LOC137838400,late embryogenesis abundant protein,late embryogenesis abundant protein
137838401,LOC137838401,uncharacterized LOC137838401,uncharacterized LOC137838401
137838402,LOC137838402,uncharacterized LOC137838402,uncharacterized LOC137838402
137838403,LOC137838403,uncharacterized LOC137838403,ERROR
137838404,LOC137838404,uncharacterized LOC137838404,ERROR
137838405,LOC137838405,uncharacterized LOC137838405,ERROR
137838406,LOC137838406,uncharacterized LOC137838406,uncharacterized LOC137838406
137838407,LOC137838407,uncharacterized LOC137838407,uncharacterized LOC137838407
137838408,LOC137838408,uncharacterized LOC137838408,uncharacterized LOC137838408
137838409,LOC137838409,uncharacterized LOC137838409,ERROR
137838410,LOC137838410,uncharacterized LOC137838410,uncharacterized LOC137838410
137838411,LOC137838411,uncharacterized LOC137838411,ERROR
137838412,LOC137838412,uncharacterized LOC137838412,uncharacterized LOC137838412
137838413,LOC137838413,uncharacterized LOC137838413,uncharacterized LOC137838413
137838414,LOC137838414,uncharacterized LOC137838414,uncharacterized LOC137838414
137838415,LOC137838415,uncharacterized LOC137838415,ERROR
137838416,LOC137838416,uncharacterized LOC137838416,uncharacterized LOC137838416
137838417,LOC137838417,uncharacterized LOC137838417,ERROR
137838418,LOC137838418,secreted RxLR effector protein 161-like,secreted RxLR effector protein 161-like
137838419,LOC137838419,uncharacterized LOC137838419,ERROR
137838420,LOC137838420,uncharacterized LOC137838420,uncharacterized LOC137838420
137838421,LOC137838421,uncharacterized LOC137838421,uncharacterized LOC137838421
137838422,LOC137838422,uncharacterized LOC137838422,uncharacterized LOC137838422
137838423,LOC137838423,uncharacterized LOC137838423,uncharacterized LOC137838423
137838424,LOC137838424,uncharacterized LOC137838424,uncharacterized LOC137838424
137838425,LOC137838425,uncharacterized LOC137838425,uncharacterized LOC137838425
137838426,LOC137838426,uncharacterized LOC137838426,uncharacterized LOC137838426
137838427,LOC137838427,uncharacterized LOC137838427,uncharacterized LOC137838427
137838428,LOC137838428,uncharacterized LOC137838428,uncharacterized LOC137838428
137838429,LOC137838429,uncharacterized LOC137838429,ERROR
137838430,LOC137838430,uncharacterized LOC137838430,uncharacterized LOC137838430
137838431,LOC137838431,uncharacterized LOC137838431,uncharacterized LOC137838431
137838432,LOC137838432,uncharacterized LOC137838432,uncharacterized LOC137838432
137838433,LOC137838433,probable CCR4-associated factor 1 homolog 9,ERROR
137838434,LOC137838434,probable CCR4-associated factor 1 homolog 9,ERROR
137838435,LOC137838435,uncharacterized LOC137838435,uncharacterized LOC137838435
137838436,LOC137838436,probable CCR4-associated factor 1 homolog 9,probable CCR4-associated factor 1 homolog 9
137838437,LOC137838437,probable CCR4-associated factor 1 homolog 9,probable CCR4-associated factor 1 homolog 9
137838438,LOC137838438,uncharacterized LOC137838438,uncharacterized LOC137838438
137838439,LOC137838439,probable CCR4-associated factor 1 homolog 9,probable CCR4-associated factor 1 homolog 9
137838440,LOC137838440,probable CCR4-associated factor 1 homolog 9,probable CCR4-associated factor 1 homolog 9
137838441,LOC137838441,secreted RxLR effector protein 161-like,secreted RxLR effector protein 161-like
137838442,LOC137838442,uncharacterized LOC137838442,ERROR
137838443,LOC137838443,protein MAIN-LIKE 1-like,ERROR
137838444,LOC137838444,uncharacterized LOC137838444,ERROR
137838445,LOC137838445,uncharacterized LOC137838445,uncharacterized LOC137838445
137838446,LOC137838446,uncharacterized LOC137838446,uncharacterized LOC137838446
137838447,LOC137838447,UPF0481 protein At3g47200-like,UPF0481 protein At3g47200-like
137838448,LOC137838448,uncharacterized LOC137838448,ERROR
137838449,LOC137838449,stemmadenine O-acetyltransferase-like,stemmadenine O-acetyltransferase-like
137838450,LOC137838450,uncharacterized LOC137838450,ERROR
137838451,LOC137838451,uncharacterized LOC137838451,uncharacterized LOC137838451
137838452,LOC137838452,uncharacterized LOC137838452,uncharacterized LOC137838452
137838453,LOC137838453,uncharacterized LOC137838453,uncharacterized LOC137838453
137838454,LOC137838454,coiled-coil domain-containing protein SCD2-like,ERROR
137838455,LOC137838455,uncharacterized LOC137838455,uncharacterized LOC137838455
137838456,LOC137838456,uncharacterized LOC137838456,ERROR
137838457,LOC137838457,uncharacterized LOC137838457,ERROR
137838458,LOC137838458,golgin-84-like,golgin-84-like
137838459,LOC137838459,uncharacterized LOC137838459,uncharacterized LOC137838459
137838460,LOC137838460,uncharacterized LOC137838460,uncharacterized LOC137838460
137838461,LOC137838461,uncharacterized LOC137838461,uncharacterized LOC137838461
137838462,LOC137838462,uncharacterized LOC137838462,uncharacterized LOC137838462
137838463,LOC137838463,uncharacterized LOC137838463,ERROR
137838464,LOC137838464,uncharacterized LOC137838464,uncharacterized LOC137838464
137838465,LOC137838465,uncharacterized LOC137838465,uncharacterized LOC137838465
137838466,LOC137838466,uncharacterized LOC137838466,uncharacterized LOC137838466
137838467,LOC137838467,uncharacterized LOC137838467,ERROR
137838468,LOC137838468,uncharacterized LOC137838468,uncharacterized LOC137838468
137838469,LOC137838469,BTB/POZ domain-containing protein At2g04740,BTB/POZ domain-containing protein At2g04740
137838470,LOC137838470,uncharacterized LOC137838470,uncharacterized LOC137838470
137838471,LOC137838471,uncharacterized LOC137838471,uncharacterized LOC137838471
137838472,LOC137838472,uncharacterized LOC137838472,ERROR
137838473,LOC137838473,uncharacterized LOC137838473,ERROR
137838474,LOC137838474,uncharacterized LOC137838474,ERROR
137838475,LOC137838475,uncharacterized LOC137838475,uncharacterized LOC137838475
137838476,LOC137838476,uncharacterized LOC137838476,uncharacterized LOC137838476
137838477,LOC137838477,uncharacterized LOC137838477,uncharacterized LOC137838477
137838478,LOC137838478,UPF0496 protein At3g49070-like,ERROR
137838479,LOC137838479,uncharacterized LOC137838479,ERROR
137838480,LOC137838480,uncharacterized LOC137838480,ERROR
137838481,LOC137838481,uncharacterized LOC137838481,uncharacterized LOC137838481
137838482,LOC137838482,uncharacterized LOC137838482,uncharacterized LOC137838482
137838483,LOC137838483,uncharacterized LOC137838483,uncharacterized LOC137838483
137838484,LOC137838484,uncharacterized LOC137838484,uncharacterized LOC137838484
137838485,LOC137838485,uncharacterized LOC137838485,uncharacterized LOC137838485
137838486,LOC137838486,uncharacterized LOC137838486,uncharacterized LOC137838486
137838487,LOC137838487,uncharacterized LOC137838487,uncharacterized LOC137838487
137838488,LOC137838488,uncharacterized LOC137838488,uncharacterized LOC137838488
137838489,LOC137838489,uncharacterized LOC137838489,uncharacterized LOC137838489
137838490,LOC137838490,uncharacterized LOC137838490,uncharacterized LOC137838490
137838491,LOC137838491,uncharacterized LOC137838491,uncharacterized LOC137838491
137838492,LOC137838492,uncharacterized LOC137838492,uncharacterized LOC137838492
137838493,LOC137838493,uncharacterized LOC137838493,ERROR
137838494,LOC137838494,uncharacterized LOC137838494,ERROR
137838495,LOC137838495,uncharacterized LOC137838495,ERROR
137838496,LOC137838496,uncharacterized LOC137838496,uncharacterized LOC137838496
137838497,LOC137838497,uncharacterized LOC137838497,ERROR
137838498,LOC137838498,uncharacterized LOC137838498,uncharacterized LOC137838498
137838499,LOC137838499,uncharacterized LOC137838499,uncharacterized LOC137838499
137838500,LOC137838500,uncharacterized LOC137838500,uncharacterized LOC137838500
137838501,LOC137838501,uncharacterized LOC137838501,ERROR
137838502,LOC137838502,uncharacterized mitochondrial protein AtMg00810-like,ERROR
137838503,LOC137838503,uncharacterized LOC137838503,ERROR
137838504,LOC137838504,uncharacterized LOC137838504,ERROR
137838505,LOC137838505,uncharacterized LOC137838505,uncharacterized LOC137838505
137838506,LOC137838506,uncharacterized LOC137838506,uncharacterized LOC137838506
137838507,LOC137838507,uncharacterized LOC137838507,uncharacterized LOC137838507
137838508,LOC137838508,uncharacterized LOC137838508,uncharacterized LOC137838508
137838509,LOC137838509,uncharacterized LOC137838509,uncharacterized LOC137838509
137838510,LOC137838510,uncharacterized LOC137838510,uncharacterized LOC137838510
137838511,LOC137838511,uncharacterized LOC137838511,ERROR
137838512,LOC137838512,uncharacterized LOC137838512,ERROR
137838513,LOC137838513,uncharacterized LOC137838513,uncharacterized LOC137838513
137838514,LOC137838514,uncharacterized LOC137838514,uncharacterized LOC137838514
137838515,LOC137838515,uncharacterized LOC137838515,uncharacterized LOC137838515
137838516,LOC137838516,uncharacterized LOC137838516,uncharacterized LOC137838516
137838517,LOC137838517,uncharacterized LOC137838517,uncharacterized LOC137838517
137838518,LOC137838518,uncharacterized LOC137838518,ERROR
137838519,LOC137838519,filament-like plant protein 1,filament-like plant protein 1
137838520,LOC137838520,uncharacterized LOC137838520,uncharacterized LOC137838520
137838521,LOC137838521,uncharacterized LOC137838521,uncharacterized LOC137838521
137838522,LOC137838522,uncharacterized LOC137838522,uncharacterized LOC137838522
137838523,LOC137838523,uncharacterized LOC137838523,ERROR
137838524,LOC137838524,uncharacterized LOC137838524,ERROR
137838525,LOC137838525,uncharacterized LOC137838525,ERROR
137838526,LOC137838526,uncharacterized LOC137838526,uncharacterized LOC137838526
137838527,LOC137838527,uncharacterized LOC137838527,uncharacterized LOC137838527
137838528,LOC137838528,arabinogalactan protein 1-like,arabinogalactan protein 1-like
137838529,LOC137838529,uncharacterized LOC137838529,ERROR
137838530,LOC137838530,uncharacterized LOC137838530,ERROR
137838531,LOC137838531,uncharacterized LOC137838531,ERROR
137838532,LOC137838532,uncharacterized LOC137838532,uncharacterized LOC137838532
137838533,LOC137838533,uncharacterized LOC137838533,uncharacterized LOC137838533
137838534,LOC137838534,uncharacterized LOC137838534,uncharacterized LOC137838534
137838535,LOC137838535,lysine-rich arabinogalactan protein 19-like,lysine-rich arabinogalactan protein 19-like
137838536,LOC137838536,uncharacterized LOC137838536,uncharacterized LOC137838536
137838537,LOC137838537,uncharacterized LOC137838537,uncharacterized LOC137838537
137838538,LOC137838538,uncharacterized LOC137838538,ERROR
137838539,LOC137838539,uncharacterized LOC137838539,ERROR
137838540,LOC137838540,uncharacterized LOC137838540,ERROR
137838541,LOC137838541,uncharacterized LOC137838541,uncharacterized LOC137838541
137838542,LOC137838542,uncharacterized LOC137838542,uncharacterized LOC137838542
137838543,LOC137838543,uncharacterized LOC137838543,uncharacterized LOC137838543
137838544,LOC137838544,uncharacterized LOC137838544,uncharacterized LOC137838544
137838545,LOC137838545,uncharacterized LOC137838545,uncharacterized LOC137838545
137838546,LOC137838546,uncharacterized LOC137838546,uncharacterized LOC137838546
137838547,LOC137838547,uncharacterized LOC137838547,ERROR
137838548,LOC137838548,uncharacterized LOC137838548,ERROR
137838549,LOC137838549,uncharacterized LOC137838549,ERROR
137838550,LOC137838550,uncharacterized LOC137838550,uncharacterized LOC137838550
137838551,LOC137838551,uncharacterized LOC137838551,uncharacterized LOC137838551
137838552,LOC137838552,uncharacterized LOC137838552,uncharacterized LOC137838552
137838553,LOC137838553,uncharacterized LOC137838553,ERROR
137838554,LOC137838554,uncharacterized LOC137838554,ERROR
137838555,LOC137838555,uncharacterized LOC137838555,ERROR
137838556,LOC137838556,uncharacterized mitochondrial protein AtMg00810-like,uncharacterized mitochondrial protein AtMg00810-like
137838557,LOC137838557,vegetative cell wall protein gp1-like,vegetative cell wall protein gp1-like
137838558,LOC137838558,"photosystem I reaction center subunit IV, chloroplastic-like","photosystem I reaction center subunit IV, chloroplastic-like"
137838559,LOC137838559,autophagy-related protein 23-like,autophagy-related protein 23-like
137838560,LOC137838560,uncharacterized LOC137838560,uncharacterized LOC137838560
137838561,LOC137838561,uncharacterized LOC137838561,uncharacterized LOC137838561
137838562,LOC137838562,uncharacterized LOC137838562,ERROR
137838563,LOC137838563,uncharacterized LOC137838563,ERROR
137838564,LOC137838564,uncharacterized LOC137838564,ERROR
137838565,LOC137838565,uncharacterized LOC137838565,uncharacterized LOC137838565
137838566,LOC137838566,uncharacterized LOC137838566,uncharacterized LOC137838566
137838567,LOC137838567,uncharacterized LOC137838567,uncharacterized LOC137838567
137838568,LOC137838568,uncharacterized LOC137838568,ERROR
137838569,LOC137838569,uncharacterized LOC137838569,ERROR
137838570,LOC137838570,secreted RxLR effector protein 161-like,ERROR
137838571,LOC137838571,"signal recognition particle 43 kDa protein, chloroplastic-like","signal recognition particle 43 kDa protein, chloroplastic-like"
137838572,LOC137838572,receptor-like protein EIX2,receptor-like protein EIX2
137838573,LOC137838573,DNA-binding protein EMBP-1-like,DNA-binding protein EMBP-1-like
137838574,LOC137838574,uncharacterized LOC137838574,uncharacterized LOC137838574
137838575,LOC137838575,uncharacterized LOC137838575,uncharacterized LOC137838575
137838576,LOC137838576,uncharacterized LOC137838576,uncharacterized LOC137838576
137838577,LOC137838577,uncharacterized LOC137838577,uncharacterized LOC137838577
137838578,LOC137838578,filament-like plant protein 1,filament-like plant protein 1
137838579,LOC137838579,uncharacterized LOC137838579,ERROR
137838580,LOC137838580,uncharacterized LOC137838580,uncharacterized LOC137838580
137838581,LOC137838581,uncharacterized LOC137838581,uncharacterized LOC137838581
137838582,LOC137838582,uncharacterized LOC137838582,uncharacterized LOC137838582
137838583,LOC137838583,formin-like protein 18,ERROR
137838584,LOC137838584,uncharacterized LOC137838584,ERROR
137838585,LOC137838585,transcription factor MYB44-like,ERROR
137838586,LOC137838586,secreted RxLR effector protein 161-like,secreted RxLR effector protein 161-like
137838587,LOC137838587,uncharacterized LOC137838587,uncharacterized LOC137838587
137838588,LOC137838588,replication protein A 70 kDa DNA-binding subunit B-like,replication protein A 70 kDa DNA-binding subunit B-like
137838589,LOC137838589,uncharacterized LOC137838589,uncharacterized LOC137838589
137838590,LOC137838590,uncharacterized LOC137838590,uncharacterized LOC137838590
137838591,LOC137838591,protein SUPPRESSOR OF K(+) TRANSPORT GROWTH DEFECT 1-like,ERROR
